batsman_id,match_dt,lastN_runs,lastN_avg,lastN_sr,lastN_boundary_pct,career_runs,career_avg,career_sr,lastN_caught,lastN_bowled,lastN_lbw,lastN_stumped,lastN_run out,lastN_caught and bowled,lastN_retired not out,lastN_retired hurt,lastN_hit wicket,lastN_retired out
34061.0,2021-07-12,22.0,5.5,73.33333333333333,3.3333333333333335,256,28.444444444444443,154.21686746987953,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-07-14,22.0,7.333333333333333,78.57142857142857,3.571428571428571,257,28.555555555555557,153.89221556886227,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-08-06,43.0,21.5,107.5,10.0,279,31.0,154.14364640883977,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-08-07,49.0,24.5,104.25531914893618,10.638297872340425,286,31.77777777777778,149.73821989528795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-08-09,78.0,39.0,156.0,22.0,325,32.5,157.76699029126212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-09-26,72.0,36.0,167.4418604651163,23.25581395348837,328,29.818181818181817,156.9377990430622,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-10-03,72.0,36.0,160.0,22.22222222222222,329,29.90909090909091,155.18867924528303,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-10-06,50.0,16.666666666666668,156.25,21.875,329,27.416666666666668,154.46009389671363,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-10-11,44.0,11.0,169.23076923076923,23.076923076923077,330,25.384615384615383,152.073732718894,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-12-05,14.0,4.666666666666667,73.68421052631578,5.263157894736842,339,26.076923076923077,150.66666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-12-08,16.0,5.333333333333333,76.19047619047619,9.523809523809524,344,24.571428571428573,149.56521739130434,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-12-11,20.0,5.0,71.42857142857143,7.142857142857142,349,23.266666666666666,145.41666666666666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-12-21,32.0,8.0,88.88888888888889,11.11111111111111,361,22.5625,144.97991967871485,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-12-26,31.0,7.75,93.93939393939394,12.121212121212121,361,21.235294117647058,144.4,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2021-12-29,63.0,15.75,150.0,21.428571428571427,402,23.647058823529413,150.56179775280899,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-09,60.0,15.0,136.36363636363635,18.181818181818183,404,22.444444444444443,147.44525547445255,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-11,90.0,30.0,166.66666666666669,24.074074074074073,439,24.38888888888889,149.31972789115648,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-15,100.0,33.333333333333336,151.5151515151515,21.21212121212121,461,24.263157894736842,146.34920634920633,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-17,104.0,34.666666666666664,155.22388059701493,22.388059701492537,465,23.25,146.6876971608833,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-19,85.0,21.25,126.86567164179105,14.925373134328357,487,23.19047619047619,145.80838323353294,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-22,115.0,28.75,136.9047619047619,15.476190476190476,519,23.59090909090909,144.97206703910615,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-26,87.0,17.4,127.94117647058823,13.23529411764706,526,22.869565217391305,145.3038674033149,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-01-28,66.0,13.2,129.41176470588235,11.76470588235294,527,21.958333333333332,143.98907103825135,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-05-31,65.0,13.0,116.07142857142858,8.928571428571429,530,21.2,142.0911528150134,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-06-05,55.0,11.0,90.1639344262295,8.19672131147541,542,20.846153846153847,137.21518987341773,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-06-06,36.0,7.2,72.0,6.0,555,20.555555555555557,136.02941176470588,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-06-10,85.0,17.0,104.93827160493827,9.876543209876543,611,21.821428571428573,137.92325056433407,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-06-19,86.0,17.2,102.38095238095238,9.523809523809524,613,21.137931034482758,136.22222222222223,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-06-21,113.0,28.25,124.17582417582418,13.186813186813188,643,22.17241379310345,138.57758620689654,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-06-24,107.0,26.75,133.75,13.750000000000002,649,21.633333333333333,136.6315789473684,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-12-17,94.0,23.5,136.23188405797103,14.492753623188406,649,20.93548387096774,136.0587002096436,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-12-22,39.0,9.75,102.63157894736842,10.526315789473683,650,20.3125,135.13513513513513,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2022-12-28,37.0,9.25,112.12121212121211,12.121212121212121,650,19.696969696969695,134.57556935817806,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2023-01-06,14.0,2.8,51.85185185185185,0.0,657,19.323529411764707,133.80855397148676,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2023-01-15,12.0,3.0,70.58823529411765,5.88235294117647,661,19.441176470588236,134.34959349593495,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2023-01-17,13.0,4.333333333333333,81.25,6.25,662,19.470588235294116,134.27991886409737,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34061.0,2023-01-28,27.0,9.0,135.0,10.0,677,19.34285714285714,135.12974051896208,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-04,55.0,11.0,122.22222222222223,11.11111111111111,11,11.0,122.22222222222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-07,115.0,23.0,106.9767441860465,11.627906976744185,46,23.0,106.9767441860465,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-09,78.33333333333333,15.666666666666666,102.17391304347827,10.869565217391305,47,15.666666666666666,102.17391304347827,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-13,58.75,11.75,95.91836734693877,10.204081632653061,47,11.75,95.91836734693877,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-18,50.0,10.0,94.33962264150944,9.433962264150944,50,10.0,94.33962264150944,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-22,62.0,12.4,91.17647058823529,7.352941176470589,73,12.166666666666666,94.8051948051948,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-24,69.0,13.8,121.05263157894737,12.280701754385964,115,16.428571428571427,114.99999999999999,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-25,90.0,18.0,125.0,12.5,137,17.125,116.10169491525424,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36665.0,2021-01-31,136.0,34.0,133.33333333333331,14.705882352941178,183,22.875,121.19205298013244,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-03,90.0,18.0,138.46153846153845,15.384615384615385,18,18.0,138.46153846153845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-05,65.0,26.0,130.0,15.0,26,26.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-08,43.33333333333333,13.0,123.80952380952381,14.285714285714285,26,13.0,123.80952380952381,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-14,50.0,13.333333333333334,111.11111111111111,11.11111111111111,40,13.333333333333334,111.11111111111111,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-17,53.0,13.25,108.16326530612245,12.244897959183673,53,13.25,108.16326530612245,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-20,35.0,8.75,92.10526315789474,10.526315789473683,53,10.6,103.921568627451,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-23,37.0,7.4,82.22222222222221,11.11111111111111,63,10.5,96.92307692307692,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-01-26,41.0,8.2,89.13043478260869,13.043478260869565,67,9.571428571428571,100.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-02-22,33.0,6.6,86.8421052631579,13.157894736842104,73,9.125,98.64864864864865,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-02-25,21.0,4.2,77.77777777777779,11.11111111111111,74,8.222222222222221,97.36842105263158,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-03-03,33.0,6.6,84.61538461538461,10.256410256410255,86,8.6,95.55555555555556,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-03-05,92.0,18.4,133.33333333333331,17.391304347826086,155,14.090909090909092,115.67164179104476,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-03-07,167.0,41.75,136.88524590163937,16.39344262295082,234,21.272727272727273,123.80952380952381,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-07-09,197.0,49.25,134.01360544217687,17.687074829931973,270,22.5,122.17194570135747,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-07-10,200.0,50.0,133.33333333333331,17.333333333333336,274,21.076923076923077,121.23893805309736,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-07-12,194.0,48.5,134.72222222222223,17.36111111111111,280,20.0,119.65811965811966,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-07-14,155.0,38.75,118.3206106870229,12.977099236641221,310,20.666666666666668,116.98113207547169,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-07-16,129.0,25.8,114.15929203539822,14.15929203539823,363,22.6875,120.19867549668875,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-10-23,127.0,25.4,122.11538461538463,15.384615384615385,397,23.352941176470587,122.15384615384615,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-10-28,123.0,24.6,118.26923076923077,15.384615384615385,397,22.055555555555557,120.30303030303031,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-10-30,154.0,30.8,129.41176470588235,19.327731092436977,434,22.842105263157894,122.94617563739376,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-11-04,168.0,33.6,122.62773722627738,18.248175182481752,478,23.9,118.90547263681593,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-11-06,155.0,31.0,129.16666666666669,19.166666666666668,518,24.666666666666668,122.74881516587676,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-11-11,130.0,26.0,120.37037037037037,16.666666666666664,527,23.954545454545453,121.70900692840647,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-11-14,130.0,26.0,125.0,17.307692307692307,527,22.91304347826087,121.42857142857142,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-12-22,98.0,19.6,111.36363636363636,13.636363636363635,532,22.166666666666668,120.63492063492063,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-12-26,122.0,24.4,148.78048780487805,20.73170731707317,600,24.0,123.96694214876034,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2021-12-29,90.0,18.0,130.43478260869566,17.391304347826086,608,23.384615384615383,123.82892057026476,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-01-03,82.0,16.4,136.66666666666666,18.333333333333332,609,22.555555555555557,123.52941176470588,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-01-06,132.0,26.4,133.33333333333331,16.161616161616163,659,23.535714285714285,123.63977485928706,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-01-11,164.0,32.8,136.66666666666666,15.833333333333332,696,24.0,124.06417112299467,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-01-13,99.0,19.8,122.22222222222223,12.345679012345679,699,23.3,123.71681415929203,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-01-18,136.0,27.2,115.2542372881356,11.016949152542372,744,24.0,122.16748768472907,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-01-19,210.0,42.0,125.0,13.690476190476192,819,25.59375,123.90317700453856,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-02-15,242.0,48.4,126.04166666666667,12.5,901,27.303030303030305,124.27586206896552,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-02-18,240.0,48.0,120.0,11.5,936,27.529411764705884,122.99605781865965,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-04-05,239.0,47.8,118.90547263681593,11.442786069651742,938,26.8,122.45430809399478,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-04-15,249.0,49.8,123.26732673267327,12.376237623762377,993,27.583333333333332,122.44143033292232,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-04-18,181.0,36.2,116.77419354838709,10.32258064516129,1000,27.027027027027028,122.54901960784315,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-04-28,157.0,31.4,131.9327731092437,17.647058823529413,1058,27.842105263157894,125.35545023696682,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-05-02,125.0,25.0,138.88888888888889,20.0,1061,27.205128205128204,124.67685076380728,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-05-07,127.0,25.4,138.04347826086956,19.565217391304348,1065,26.625,124.12587412587412,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-06-07,86.0,17.2,140.98360655737704,21.311475409836063,1079,26.317073170731707,123.73853211009174,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-06-11,140.0,35.0,145.83333333333331,20.833333333333336,1140,27.804878048780488,125.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-09-20,111.0,27.75,126.13636363636364,15.909090909090908,1169,27.833333333333332,125.42918454935624,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-09-23,130.0,32.5,138.29787234042556,19.148936170212767,1191,27.697674418604652,126.03174603174602,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-09-25,157.0,39.25,153.921568627451,22.54901960784314,1222,27.772727272727273,127.29166666666667,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-10-05,150.0,37.5,159.5744680851064,24.46808510638298,1229,27.31111111111111,127.22567287784679,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-10-07,147.0,29.4,137.38317757009347,19.626168224299064,1287,27.97826086956522,126.30029440628067,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-10-09,133.0,26.6,125.47169811320755,16.037735849056602,1302,27.70212765957447,125.4335260115607,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-10-12,123.0,24.6,123.0,14.000000000000002,1314,27.375,125.74162679425838,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-10-25,105.0,21.0,107.14285714285714,11.224489795918368,1327,27.081632653061224,125.42533081285445,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-12-15,129.0,32.25,96.26865671641791,8.208955223880597,1358,27.714285714285715,123.45454545454547,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-12-18,75.0,18.75,85.22727272727273,5.681818181818182,1362,27.24,123.03523035230353,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2022-12-28,130.0,43.333333333333336,116.07142857142858,11.607142857142858,1432,28.64,124.52173913043478,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37351.0,2023-01-03,154.0,51.333333333333336,110.00000000000001,12.142857142857142,1468,28.784313725490197,123.88185654008439,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2023-01-14,142.0,47.333333333333336,110.07751937984496,11.627906976744185,1469,28.25,123.75737152485257,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2023-01-24,124.0,31.0,133.33333333333331,18.27956989247312,1482,27.962264150943398,124.2246437552389,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2023-01-29,183.0,61.0,130.71428571428572,17.857142857142858,1545,29.150943396226417,123.89735364875702,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2023-12-08,123.0,30.75,112.8440366972477,16.51376146788991,1555,28.796296296296298,123.51072279586974,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2023-12-21,120.0,30.0,114.28571428571428,15.238095238095239,1588,28.87272727272727,123.10077519379846,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37351.0,2024-01-13,121.0,30.25,109.009009009009,14.414414414414415,1590,28.392857142857142,122.49614791987673,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-01-22,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-01-24,280.0,56.0,160.0,22.857142857142858,56,56.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-01-26,247.5,49.5,165.0,21.666666666666668,99,49.5,165.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-02-06,228.33333333333331,45.666666666666664,153.93258426966293,17.97752808988764,137,45.666666666666664,153.93258426966293,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-04-21,193.75,38.75,155.0,18.0,155,38.75,155.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-04-26,169.0,33.8,144.44444444444443,15.384615384615385,169,33.8,144.44444444444443,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-07-09,115.0,23.0,135.29411764705884,11.76470588235294,171,28.5,142.5,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-07-10,88.0,17.6,129.41176470588235,10.294117647058822,187,26.714285714285715,146.09375,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-07-12,69.0,13.8,114.99999999999999,8.333333333333332,206,25.75,138.25503355704697,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-07-14,84.0,16.8,107.6923076923077,6.41025641025641,239,26.555555555555557,134.26966292134833,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-07-16,76.0,15.2,115.15151515151516,9.090909090909092,245,24.5,133.87978142076503,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-08-03,95.0,23.75,123.37662337662339,11.688311688311687,266,26.6,135.0253807106599,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-08-04,80.0,20.0,112.67605633802818,9.859154929577464,267,24.272727272727273,134.17085427135677,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-08-06,91.0,22.75,121.33333333333334,13.333333333333334,297,24.75,132.58928571428572,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-08-07,60.0,15.0,122.44897959183673,16.3265306122449,299,23.0,131.71806167400882,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-08-09,58.0,19.333333333333332,109.43396226415094,13.20754716981132,303,23.307692307692307,128.38983050847457,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-10-03,40.0,10.0,86.95652173913044,8.695652173913043,306,21.857142857142858,125.92592592592592,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-10-07,51.0,12.75,96.22641509433963,9.433962264150944,318,21.2,126.19047619047619,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-12-05,24.0,8.0,77.41935483870968,3.225806451612903,321,21.4,125.88235294117646,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41740.0,2021-12-08,98.0,49.0,148.4848484848485,18.181818181818183,397,26.466666666666665,135.49488054607508,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
